esp,1,0,1,I,Incluir la introducción,"Antes de leer las recomendaciones considere lo siguiente. Imagine a una madre que ama mucho a sus dos hijas, y por ello quiere enseñarlas a que aprendan a ganarse la vida, para eso las pone a vender chicles. De adultas una de ellas le agradece infinitamente haberle enseñado a vender, y la otra le reclama toda la vida la humillación que le causó al mandarla a vender chicles. Para una hija es la mejor madre y para la otra es la peor. Imagine también a una madre que tiene dos hijas, una de ellas recibe un abrazo de su madre y ya es suficiente para la hija; la otra hija recibe cien abrazos de su madre y no son suficientes para la hija.  ¿Cuál es la medida, un abrazo o cien? ¿Cuál es el camino al que debemos conducir a cada hija, a vender, a trabajar o a estudiar? No hay dos hijas iguales, a todas se les trata diferente. Cuando están todas juntas, se les habla igual. A solas, se le habla diferente a cada hija.  En estas recomendaciones vamos a mostrarle a usted cómo está considerando subconscientemente XXX las buenas intenciones que usted tiene hacia ella, y vamos a sugerirle qué hacer para corregir los aspectos erróneos.","Antes de leer las recomendaciones considere lo siguiente. Imagine a una madre que ama mucho a sus dos hijos, y por ello quiere enseñarles a que aprendan a ganarse la vida, para eso los pone a vender chicles. De adultos uno de ellos le agradece infinitamente haberlo enseñado a vender, y el otro le reclama toda la vida la humillación que le causó al mandarlo a vender chicles. Para un hijo es la mejor madre y para el otro es la peor. Imagine también a una madre que tiene dos hijos, uno de ellos recibe un abrazo de usted y ya es suficiente para él; el otro hijo recibe cien abrazos de usted y no son suficientes.  ¿Cuál es la medida, un abrazo o cien? ¿Cuál es el camino al que debemos conducir a cada hijo, a vender, a trabajar o a estudiar? No hay dos hijos iguales, a todos se les trata diferente. Cuando están todos juntos, se les habla igual. A solas, se le habla diferente a cada hijo.  En estas recomendaciones vamos a mostrarle a usted cómo está considerando subconscientemente XXX las buenas intenciones que usted tiene hacia él, y vamos a sugerirle qué hacer para corregir los aspectos erróneos."
esp,1,1,1,G,Grande,Bien.,Bien.
esp,1,1,2,M,Mediana,"Esté más con XXX o con mayor calidad, en vez de estar medianamente con ella.","Esté más con XXX o con mayor calidad, en vez de estar medianamente con él."
esp,1,1,3,P,Pequeña,"Esté mucho más tiempo con XXX o con mayor calidad, en vez de estar poco o con poca calidad.","Esté mucho más tiempo con XXX o con mayor calidad, en vez de estar poco o con poca calidad."
esp,1,2,1,1,1,Bien.,Bien.
esp,1,2,2,2,2,"Asigne a XXX una tarea u obligación para con la casa, para que aprenda a colaborar y a hacer las cosas.","Asigne a XXX una tarea u obligación para con la casa, para que aprenda a colaborar y a hacer las cosas."
esp,1,2,3,3,3,"Asigne a XXX dos tareas u obligaciones para con la casa, una tarea primero y la segunda cuando ya domine la primera, para que aprenda a colaborar y a hacer las cosas.  Las obligaciones para con la casa pueden ser: levantar los trastos de la mesa, barrer el patio, limpiar el jardín, etcétera, algo que sea de beneficio para toda la familia.","Asigne a XXX dos tareas u obligaciones para con la casa, una tarea primero y la segunda cuando ya domine la primera, para que aprenda a colaborar y a hacer las cosas.  Las obligaciones para con la casa pueden ser: levantar los trastos de la mesa, barrer el patio, limpiar el jardín, etcétera, algo que sea de beneficio para toda la familia."
esp,1,2,4,>3,>3,"Asigne a XXX más de dos tareas u obligaciones para con la casa, pues está muy consentida, sin responsabilidades; una tarea primero y las otras cuando ya domine las anteriores.  Las obligaciones para con la casa pueden ser: levantar los trastos de la mesa, barrer el patio, limpiar el jardín, etcétera, algo que sea de beneficio para toda la familia.","Asigne a XXX más de dos tareas u obligaciones para con la casa, pues está muy consentido, sin responsabilidades; una tarea primero y las otras cuando ya domine las anteriores.  Las obligaciones para con la casa pueden ser: levantar los trastos de la mesa, barrer el patio, limpiar el jardín, etcétera, algo que sea de beneficio para toda la familia."
esp,1,3,1,Bl,Blanco,Bien.,Bien.
esp,1,3,2,Ca,Café,"Sea ejemplar ante XXX, en vez de mostrarse enferma, dolida, sufrida, quejumbrosa o con problemas.","Sea ejemplar ante XXX, en vez de mostrarse enferma, dolida, sufrida, quejumbrosa o con problemas."
esp,1,3,3,Gr,Gris,"Sea ejemplar, con claridad en sus pensamientos, palabras, acciones y omisiones, en vez mostrar confusión, indefinición o incertidumbre.","Sea ejemplar, con claridad en sus pensamientos, palabras, acciones y omisiones, en vez mostrar confusión, indefinición o incertidumbre."
